,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,HDZ,SDP,BM,Uzrok
560,SVETA NEDELJA,31,STRMEC,PODRUČNA ŠKOLA STRMEC,"STRMEC, ŠKOLSKA 13, SVETA NEDELJA",2372,1133,59,319,183,"15 STRMEC, SVETA NEDELJA16 STRMEC, SVETA NEDELJA",Preostale BM koje kada bi se zbrojile su prevelike
561,SVETA NEDELJA,17,STRMEC,PODRUČNA ŠKOLA STRMEC,"STRMEC,ŠKOLSKA 13, SVETA NEDELJA",1153,557,27,167,111,"17 STRMEC, SVETA NEDELJA",Preostale BM koje kada bi se zbrojile su prevelike
562,DUBROVNIK,47,SUSTJEPAN GK GRUŽ,DRUŠTVPROST NA SPORTS IGRALIŠTU SUSTJEPAN,"SUSTJEPAN BB, DUBROVNIK",264,144,13,43,27,"47 SUSTJEPAN GK GRUŽ, DUBROVNIK",Nema u 2016/2015
563,DUBROVNIK,46,SUĐURAĐ MO SUĐURAĐ,OSNOVNA ŠKOLA SUĐURAĐ,"SUĐURAĐ BB, DUBROVNIK",209,99,13,40,19,"46 SUĐURAĐ MO SUĐURAĐ, DUBROVNIK",Nema u 2016/2015
564,ZAGREB-JUŽNI DIO,39,SVETA KLARA,OŠ VHOLJEVCA,"SIGET 23, ZAGREB-JUŽNI DIO",1444,695,68,130,135,"39 SVETA KLARA, ZAGREBJUŽNI DIO",Nema u 2016
565,UMAG - UMAGO,7,SVETA MARIJA NA KRASUMADONNA DEL CARSO,DRUŠTVENI DOM SVMARIJA NA KRASU,"SVETA MARIJA NA KRASU BB, UMAG - UMAGO",826,307,15,47,159,"7 SVETA MARIJA NA KRASUMADONNA DEL CARSO, UMAG  UMAGO",Nema u 2016/2015
566,SVETA NEDELJA,7,SVETA NEDELJA,ZGRADA GRADSKE UPRAVE SVETA NEDELJA,"TRG ANTE STARČEVIĆA 5, SVETA NEDELJA",1209,623,21,155,123,"7 SVETA NEDELJA, SVETA NEDELJA",Nema u 2016/2015
567,RIJEKA,137,SVETI NIKOLA,OŠ SAN NICOLO,"MIRKA ČURBEGA 18, RIJEKA",2066,766,55,190,310,"68 SVETI NIKOLA, RIJEKA69 SVETI NIKOLA, RIJEKA",Preostale BM koje kada bi se zbrojile su prevelike
568,SVETA NEDELJA,8,SVETONEDELJSKI BREG,U STAROJ KUĆI ĐURE VOJVODIĆA,"SVETONEDELJSKI BREG 45, SVETA NEDELJA",142,80,4,23,11,"8 SVETONEDELJSKI BREG, SVETA NEDELJA",Nema u 2016/2015
569,ZABOK,11,TISANIĆ JAREK,KUĆICA KONTEJNER NA DJEČJEM IGRALIŠTU,"TISANIĆ JAREK BB, ZABOK",349,141,6,34,57,"11 TISANIĆ JAREK, ZABOK",Nema u 2016/2015
570,BUJE - BUIE,8,TRIBANTRIBANO,DRUŠTVENI DOMCENTRO SOCIALE,"TRIBAN BB, BUJE - BUIE",181,69,0,11,40,"8 TRIBANTRIBANO, BUJE  BUIE",Nema u 2016/2015
571,BJELOVAR,48,TROJSTVENI MARKOVAC,DOM U TROJSTVENOM MARKOVCU,"ĐURĐEVAČKA CESTA 148, BJELOVAR",1448,668,28,260,163,"48 TROJSTVENI MARKOVAC, BJELOVAR",Nema u 2016/2015
572,DUBROVNIK,49,TRSTENO MO TRSTENO,ZGRADA OSNOVNE ŠKOLE TRSTENO,"TRSTENO BB, DUBROVNIK",213,143,15,86,15,"49 TRSTENO MO TRSTENO, DUBROVNIK",Nema u 2016/2015
573,PAZIN,13,TRVIŽ,DRUŠTVENI DOM,"KATUN TRVIŠKI, PAZIN",662,279,27,71,103,"13 TRVIŽ, PAZIN",Nema u 2016/2015
574,UMAG - UMAGO,8,UMAGUMAGO,OSNOVNA ŠKOLA MARIJA I LINA,"ŠKOLSKA 14, UMAG - UMAGO",1222,367,21,64,179,"8 UMAGUMAGO, UMAG  UMAGO",Nema u 2016/2015
575,UMAG - UMAGO,9,UMAGUMAGO,OSNOVNA ŠKOLA MARIJA I LINA,"ŠKOLSKA 14, UMAG - UMAGO",1451,460,24,98,212,"9 UMAGUMAGO, UMAG  UMAGO",Nema u 2016/2015
576,UMAG - UMAGO,10,UMAGUMAGO,OSNOVNA ŠKOLA MARIJA I LINA,"ŠKOLSKA 14, UMAG - UMAGO",865,311,10,73,143,"10 UMAGUMAGO, UMAG  UMAGO",Nema u 2016/2015
577,UMAG - UMAGO,11,UMAGUMAGO,OSNOVNA ŠKOLA MARIJA I LINA,"ŠKOLSKA 14, UMAG - UMAGO",1223,405,7,60,221,"11 UMAGUMAGO, UMAG  UMAGO",Nema u 2016/2015
578,UMAG - UMAGO,12,UMAGUMAGO,OSNOVNA ŠKOLA MARIJA I LINA,"ŠKOLSKA 14, UMAG - UMAGO",1436,464,23,86,235,"12 UMAGUMAGO, UMAG  UMAGO",Nema u 2016/2015
579,UMAG - UMAGO,13,UMAGUMAGO,OSNOVNA ŠKOLA MARIJA I LINA,"ŠKOLSKA 14, UMAG - UMAGO",554,186,4,38,85,"13 UMAGUMAGO, UMAG  UMAGO",Nema u 2016/2015
580,VALPOVO,4,VALPOVO,DOM TEHNIKE VALPOVO ULAZ 1,"BRAĆE RADIĆA 34, VALPOVO",700,309,20,120,53,"4 VALPOVO, VALPOVO",Preostale BM koje kada bi se zbrojile su prevelike
581,VALPOVO,2,VALPOVO,DVORAC DOO VALPOVO,"MATIJE ANTUNA RELJKOVIĆA 16, VALPOVO",588,289,11,110,82,"2 VALPOVO, VALPOVO",Preostale BM koje kada bi se zbrojile su prevelike
582,VALPOVO,6,VALPOVO,GRADSKA KNJIŽNICA I ČITAONICA,"ULICA JOSIPA JURJA STROSSMAYERA 36, VALPOVO",627,311,20,107,78,"6 VALPOVO, VALPOVO",Preostale BM koje kada bi se zbrojile su prevelike
583,VALPOVO,9,VALPOVO,HAK,"MATIJE GUPCA 48, VALPOVO",663,345,24,115,69,"9 VALPOVO, VALPOVO",Preostale BM koje kada bi se zbrojile su prevelike
584,VALPOVO,3,VALPOVO,SREDNJA ŠKOLA VALPOVO,"ULICA DR. FRANJE TUĐMANA 2, VALPOVO",612,334,21,104,95,"3 VALPOVO, VALPOVO",Preostale BM koje kada bi se zbrojile su prevelike
585,VALPOVO,8,VALPOVO,VATROGASNI DOM VALPOVO,"MATIJE GUPCA 50, VALPOVO",671,268,17,121,26,"8 VALPOVO, VALPOVO",Preostale BM koje kada bi se zbrojile su prevelike
586,VARAŽDIN,41,VARAŽDIN,BIRALIŠTE 1  PROSTORIJE DRUŠTVENOG DOMA,"M. KOLARIĆA 23, VARAŽDIN",831,456,21,91,177,"41 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
587,VARAŽDIN,21,VARAŽDIN,BIRALIŠTE 1 PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE TOMISLAV ŠPOLJAR,"JURJA KRIŽANIĆA 33, VARAŽDIN",772,446,14,101,143,"21 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
588,VARAŽDIN,34,VARAŽDIN,BIRALIŠTE 1 PROSTORIJE DJEČJEG VRTIĆA,"DRAVSKA ULICA 1, VARAŽDIN",611,289,4,61,100,"34 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
589,VARAŽDIN,10,VARAŽDIN,BIRALIŠTE 1 PROSTORIJE DJEČJEG VRTIĆA LEGO DVORANA,"ALEJA KRALJA ZVONIMIRA 3, VARAŽDIN",643,325,10,48,161,"10 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
590,VARAŽDIN,28,VARAŽDIN,BIRALIŠTE 1 PROSTORIJE IV OSNOVNE ŠKOLE,"M. A. RELJKOVIĆA 36, VARAŽDIN",785,262,12,72,76,"28 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
591,VARAŽDIN,37,VARAŽDIN,BIRALIŠTE 1 PROSTORIJE VI MJESNOG ODBORA BANFICA,"DRAVSKA 7 B, VARAŽDIN",799,442,15,84,195,"37 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
592,VARAŽDIN,24,VARAŽDIN,BIRALIŠTE 1 PROSTORIJE VI OSNOVNE ŠKOLE,"DIMITRIJE DEMETRA 13, VARAŽDIN",1099,552,8,133,204,"24 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
593,VARAŽDIN,16,VARAŽDIN,BIRALIŠTE 1 PROSTORIJE ŠKOLSKO SPORTSKE DVORANE GRABERJE,"GRABERJE 33, VARAŽDIN",783,345,11,93,119,"16 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
594,VARAŽDIN,22,VARAŽDIN,BIRALIŠTE 2 PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE TOMISLAV ŠPOLJAR,"JURJA KRIŽANIĆA 33, VARAŽDIN",728,358,7,84,127,"22 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
595,VARAŽDIN,35,VARAŽDIN,BIRALIŠTE 2 PROSTORIJE DJEČJEG VRTIĆA,"DRAVSKA ULICA 1, VARAŽDIN",1018,474,13,106,176,"35 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
596,VARAŽDIN,11,VARAŽDIN,BIRALIŠTE 2 PROSTORIJE DJEČJEG VRTIĆA VELIKA DVORANA,"ALEJA KRALJA ZVONIMIRA 3, VARAŽDIN",614,281,8,59,100,"11 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
597,VARAŽDIN,42,VARAŽDIN,BIRALIŠTE 2 PROSTORIJE DRUŠTVENOG DOMA,"M. KOLARIĆA 23, VARAŽDIN",653,325,10,90,100,"42 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
598,VARAŽDIN,38,VARAŽDIN,BIRALIŠTE 2 PROSTORIJE VI MJESNOG ODBORA BANFICA,"DRAVSKA 7 B, VARAŽDIN",870,436,14,92,152,"38 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
599,VARAŽDIN,25,VARAŽDIN,BIRALIŠTE 2 PROSTORIJE VI OSNOVNE ŠKOLE,"DIMITRIJE DEMETRA 13, VARAŽDIN",749,375,7,78,130,"25 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
600,VARAŽDIN,17,VARAŽDIN,BIRALIŠTE 2 PROSTORIJE ŠKOLSKO SPORTSKE DVORANE GRABERJE,"GRABERJE 33, VARAŽDIN",676,300,17,73,98,"17 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
601,VARAŽDIN,23,VARAŽDIN,BIRALIŠTE 3 PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE  TOMISLAV ŠPOLJAR,"JURJA KRIŽANIĆA 33, VARAŽDIN",704,341,12,70,130,"23 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
602,VARAŽDIN,36,VARAŽDIN,BIRALIŠTE 3 PROSTORIJE DJEČJEG VRTIĆA,"DRAVSKA ULICA 1, VARAŽDIN",765,365,14,63,146,"36 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
603,VARAŽDIN,12,VARAŽDIN,BIRALIŠTE 3 PROSTORIJE DJEČJEG VRTIĆA VELIKA DVORANA,"ALEJA KRALJA ZVONIMIRA 3, VARAŽDIN",825,378,12,62,152,"12 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
604,VARAŽDIN,30,VARAŽDIN,BIRALIŠTE 3 PROSTORIJE IV OSNOVNE ŠKOLE,"M. A. RELJKOVIĆA 36, VARAŽDIN",960,391,24,76,139,"30 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
605,VARAŽDIN,39,VARAŽDIN,BIRALIŠTE 3 PROSTORIJE VI MJESNOG ODBORA BANFICA,"DRAVSKA 7 B, VARAŽDIN",787,318,12,56,141,"39 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
606,VARAŽDIN,26,VARAŽDIN,BIRALIŠTE 3 PROSTORIJE VI OSNOVNE ŠKOLE,"DIMITRIJE DEMETRA 13, VARAŽDIN",791,434,17,97,160,"26 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
607,VARAŽDIN,31,VARAŽDIN,BIRALIŠTE 4 PROSTORIJE IV OSNOVNE ŠKOLE,"M. A. RELJKOVIĆA 36, VARAŽDIN",914,409,6,88,161,"31 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
608,VARAŽDIN,27,VARAŽDIN,BIRALIŠTE 4 PROSTORIJE VI OSNOVNE ŠKOLE,"DIMITRIJE DEMETRA 13, VARAŽDIN",904,494,13,120,167,"27 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
609,VARAŽDIN,2,VARAŽDIN,PROSTORIJE DOBROVOLJNOG VATROGASNOG DRUŠTVA VARAŽDIN DVORIŠTE,"TRENKOVA 44, VARAŽDIN",726,348,16,64,112,"2 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
610,VARAŽDIN,3,VARAŽDIN,PROSTORIJE GRADSKOG DRUŠTVA CRVENOG KRIŽA VARAŽDIN,"ULICA STANKA VRAZA 8, VARAŽDIN",524,228,8,46,72,"3 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
611,VARAŽDIN,6,VARAŽDIN,PROSTORIJE HŽPUTNIČKI PRIJEVOZ ULAZ IZA DOMA ŽELJEZNIČARA,"KOLODVORSKA 17, VARAŽDIN",813,387,11,84,113,"6 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
612,VARAŽDIN,7,VARAŽDIN,PROSTORIJE I OSNOVNE ŠKOLE,"KRALJA P. KREŠIMIRA IV 10, VARAŽDIN",548,298,10,64,104,"7 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
613,VARAŽDIN,4,VARAŽDIN,PROSTORIJE II MJESNOG ODBORA,"KOLODVORSKA 3, VARAŽDIN",836,408,15,95,136,"4 VARAŽDIN, VARAŽDIN",Preostale BM koje kada bi se zbrojile su prevelike
614,KAPTOL,4,VATROGASNI DOM,ALILOVCI,"ALILOVCI 56, KAPTOL",347,140,3,74,10,"4 VATROGASNI DOM, KAPTOL",Nema u 2016/2015
615,KAPTOL,6,VATROGASNI DOM,GOLO BRDO,"GOLO BRDO 34, KAPTOL",259,106,7,53,10,"6 VATROGASNI DOM, KAPTOL",Nema u 2016/2015
616,KAPTOL,10,VATROGASNI DOM,PODGORJE,"PODGORJE 58, KAPTOL",187,80,1,46,9,"10 VATROGASNI DOM, KAPTOL",Nema u 2016/2015
617,KAPTOL,11,VATROGASNI DOM,DOLJANOVCI,"DOLJANOVCI 6, KAPTOL",205,100,4,50,16,"11 VATROGASNI DOM, KAPTOL",Nema u 2016/2015
618,PLETERNICA,29,VATROGASNI DOM,BUK,"BUK BB, PLETERNICA",468,271,39,128,28,"29 VATROGASNI DOM, PLETERNICA",Nema u 2015
619,PLETERNICA,17,VATROGASNI DOM,POŽEŠKA KOPRIVNICA,"POŽEŠKA KOPRIVNICA BB, PLETERNICA",213,110,4,58,18,"17 VATROGASNI DOM, PLETERNICA",Nema u 2015
620,SUNJA,23,VELIKA GRADUSA,DRUŠTVENI DOM,"VELIKA GRADUSA 27, SUNJA",137,10,1,1,6,"23 VELIKA GRADUSA, SUNJA",Nema u 2016/2015
621,DUGO SELO,21,VELIKA OSTRNA I,VATROGASNI DOM VELIKA OSTRNA,"VELIKA OSTRNA, OMLADINSKA BB, DUGO SELO",593,220,20,99,29,"21 VELIKA OSTRNA I, DUGO SELO",Nema u 2016/2015
622,DUGO SELO,22,VELIKA OSTRNA II,VATROGASNI DOM VELIKA OSTRNA,"VELIKA OSTRNA, OMLADINSKA BB, DUGO SELO",562,227,24,106,27,"22 VELIKA OSTRNA II, DUGO SELO",Nema u 2016/2015
623,VELIKO TROJSTVO,11,VELIKO TROJSTVO,ZGRADA OPĆINEMALA DVORANA,"BRAĆE RADIĆ 28, VELIKO TROJSTVO",996,326,7,131,85,"11 VELIKO TROJSTVO, VELIKO TROJSTVO",Nema u 2016/2015
624,VIDOVEC,2,VIDOVEC,PROSTORIJE OPĆINE VIDOVEC,"TRG SVETOG VIDA 9, VIDOVEC",897,326,14,82,78,"2 VIDOVEC, VIDOVEC",Preostale BM koje kada bi se zbrojile su prevelike
625,VIDOVEC,1,VIDOVEC,PROSTORIJE OSNOVNE ŠKOLE U VIDOVCU SPORTSKA DVORANA,"ŠKOLSKA ULICA 4, VIDOVEC",919,342,6,116,80,"1 VIDOVEC, VIDOVEC",Preostale BM koje kada bi se zbrojile su prevelike
626,VINKOVCI,6,VINKOVCI,DJEČJI VRTIĆ EDEN,"ERVENIČKA 1, VINKOVCI",1027,499,33,240,73,"6 VINKOVCI, VINKOVCI",Preostale BM koje kada bi se zbrojile su prevelike
627,VINKOVCI,1,VINKOVCI,MJESNI ODBOR LENIJE VINKOVCI,"H.V.HRVATINIĆA 10, VINKOVCI",996,538,40,261,83,"1 VINKOVCI, VINKOVCI",Preostale BM koje kada bi se zbrojile su prevelike
628,VINKOVCI,20,VINKOVCI,PLINARA ISTOČNE SLAVONIJE PIS,"OHRIDSKA 17, VINKOVCI",708,333,24,130,79,"20 VINKOVCI, VINKOVCI",Preostale BM koje kada bi se zbrojile su prevelike
629,VINKOVCI,24,VINKOVCI,POSLOVNI PROSTOR KOD LJEKARNE ŠIBALIĆ,"V. GORTANA 15, VINKOVCI",695,343,19,147,82,"24 VINKOVCI, VINKOVCI",Preostale BM koje kada bi se zbrojile su prevelike
630,VINKOVCI,13,VINKOVCI,UPRAVA ZA CESTE VUKOVARSKOSRIJEMSKE ŽUPANIJEVINKOVCI,"JOSIPA KOZARCA 10, VINKOVCI",937,455,24,185,94,"13 VINKOVCI, VINKOVCI",Preostale BM koje kada bi se zbrojile su prevelike
631,MEDULIN,4,VINKURAN  BIRAČKO MJESTO BR 4,ŠKOLA U VINKURANU,"CENTAR 5, VINKURAN, MEDULIN",799,420,10,78,213,"4 VINKURAN  BIRAČKO MJESTO BR 4, MEDULIN",Nema u 2016/2015
632,VIROVITICA,22,VIROVITICA,AUTOŠKOLA ARTIS,"ULICA ĐURE BASARIČEKA 20 (PROSTOR PREDAVAONICE), VIROVITICA",875,500,34,154,175,"22 VIROVITICA, VIROVITICA",Preostale BM koje kada bi se zbrojile su prevelike
633,VIROVITICA,21,VIROVITICA,ELEKTRA VIROVITICA,"ULICA ANTUNA MIHANOVIĆA 42, VIROVITICA",614,339,19,135,85,"21 VIROVITICA, VIROVITICA",Preostale BM koje kada bi se zbrojile su prevelike
634,VIROVITICA,30,VIROVITICA,FLORA VTC DOO,"VUKOVARSKA CESTA 5, VIROVITICA",645,300,14,101,91,"30 VIROVITICA, VIROVITICA",Preostale BM koje kada bi se zbrojile su prevelike
635,VIROVITICA,14,VIROVITICA,ZAVOD ZA ZAPOŠLJAVANJE PODRUČNA SLUŽBA VIROVITICA,"ULICA ANTUNA MIHANOVIĆA 40, VIROVITICA",721,438,37,158,129,"14 VIROVITICA, VIROVITICA",Preostale BM koje kada bi se zbrojile su prevelike
636,VIŠKOVO,4,VIŠKOVO,OŠ SVETI MATEJ,"VOZIŠĆE 13, VIŠKOVO",1334,511,45,157,172,"4 VIŠKOVO, VIŠKOVO",Nema u 2016/2015
637,VIŠKOVO,5,VIŠKOVO,OŠ SVETI MATEJ,"VOZIŠĆE 13, VIŠKOVO",1317,526,28,195,152,"5 VIŠKOVO, VIŠKOVO",Nema u 2016/2015
638,VIŠKOVO,6,VIŠKOVO,OŠ SVETI MATEJ,"VOZIŠĆE 13, VIŠKOVO",1643,548,61,213,130,"6 VIŠKOVO, VIŠKOVO",Nema u 2016/2015
639,VODNJAN - DIGNANO,2,VODNJAN  BIRAČKO MJESTO BR 2,DOM MLADIH,"ISTARSKA 1, VODNJAN, VODNJAN - DIGNANO",763,323,17,58,184,"2 VODNJAN  BIRAČKO MJESTO BR 2, VODNJAN  DIGNANO",Nema u 2016/2015
640,VODNJAN - DIGNANO,3,VODNJAN  BIRAČKO MJESTO BR 3,DOM MLADIH,"ISTARSKA 1, VODNJAN, VODNJAN - DIGNANO",750,304,11,44,150,"3 VODNJAN  BIRAČKO MJESTO BR 3, VODNJAN  DIGNANO",Nema u 2016/2015
641,VODNJAN - DIGNANO,4,VODNJAN  BIRAČKO MJESTO BR 4,ZGRADA GRADA VODNJANA  SALA ZA VJENČANJA,"TRGOVAČKA BB, VODNJAN, VODNJAN - DIGNANO",716,269,9,73,127,"4 VODNJAN  BIRAČKO MJESTO BR 4, VODNJAN  DIGNANO",Nema u 2016/2015
642,VODNJAN - DIGNANO,5,VODNJAN  BIRAČKO MJESTO BR 5,ZGRADA GRADA VODNJANA  SALA ZA VJENČANJA,"TRGOVAČKA BB, VODNJAN, VODNJAN - DIGNANO",757,332,14,54,164,"5 VODNJAN  BIRAČKO MJESTO BR 5, VODNJAN  DIGNANO",Nema u 2016/2015
643,"ZAGREB-CENTAR, ZAPAD",113,VOĆARSKA,DJEČJI VRTIĆ MEDVEŠČAK,"VOĆARSKA CESTA 69, ZAGREB-CENTAR, ZAPAD",2733,1419,114,408,292,"56 VOĆARSKA, ZAGREBCENTAR ZAPAD57 VOĆARSKA, ZAGREBCENTAR ZAPAD",Preostale BM koje kada bi se zbrojile su prevelike
644,ZADAR,135,VOŠTARNICA,MJESNI ODBOR VOŠTARNICA I KAT,"VESLAČKA 12, ZADAR",1533,624,42,233,165,"67 VOŠTARNICA, ZADAR68 VOŠTARNICA, ZADAR",Preostale BM koje kada bi se zbrojile su prevelike
645,ZADAR,139,VOŠTARNICA,MJESNI ODBOR VOŠTARNICA PRIZEMLJE,"VESLAČKA 12, ZADAR",1262,501,32,162,154,"69 VOŠTARNICA, ZADAR70 VOŠTARNICA, ZADAR",Preostale BM koje kada bi se zbrojile su prevelike
646,MAČE,6,VUKANCIPERŠAVES,PROSTORIJE BIVŠEG CAFFE BARA BAKMUS,"PERŠAVES 4, MAČE",185,73,1,43,20,"6 VUKANCIPERŠAVES, MAČE",Nema u 2016/2015
647,VUKOVAR,24,VUKOVAR,EKONOMSKA ŠKOLA VUKOVAR,"STJEPANA FILIPOVIĆA BR. 6, VUKOVAR",671,268,6,92,62,"24 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
648,VUKOVAR,21,VUKOVAR,GIMNAZIJA VUKOVAR,"ŠAMAC 2, VUKOVAR",1418,546,11,220,78,"10 VUKOVAR, VUKOVAR11 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
649,VUKOVAR,25,VUKOVAR,MJESNI ODBOR ALOJZIJA STEPINCA,"TRPINJSKA CESTA  84, VUKOVAR",669,293,3,133,31,"25 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
650,VUKOVAR,53,VUKOVAR,MJESNI ODBOR ALOJZIJA STEPINCA,"TRPINJSKA CESTA 84, VUKOVAR",1065,456,19,163,55,"26 VUKOVAR, VUKOVAR27 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
651,VUKOVAR,30,VUKOVAR,OSNOVNA ŠKOLA ANTUNA BAUERA,"TRG MATIJE GUPCA 19, VUKOVAR",2415,921,27,295,190,"6 VUKOVAR, VUKOVAR7 VUKOVAR, VUKOVAR8 VUKOVAR, VUKOVAR9 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
652,VUKOVAR,57,VUKOVAR,OSNOVNA ŠKOLA BLAGE ZADRE,"MARKA MARULIĆA BR. 2, VUKOVAR",1501,555,9,223,120,"28 VUKOVAR, VUKOVAR29 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
653,VUKOVAR,32,VUKOVAR,OSNOVNA ŠKOLA BLAGE ZADRE PODRUČNA ŠKOLA LIPOVAČA,"SVETE ANE BR. 24, VUKOVAR",263,86,2,29,19,"32 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
654,VUKOVAR,31,VUKOVAR,OSNOVNA ŠKOLA DRAGUTINA TADIJANOVIĆA,"204. VUKOVARSKE BRIGADE BR. 24 A, VUKOVAR",1576,565,18,183,149,"15 VUKOVAR, VUKOVAR16 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
655,VUKOVAR,19,VUKOVAR,OSNOVNA ŠKOLA DRAGUTINA TADIJANOVIĆA PODRUČNA ŠKOLA LUŽAC,"LJUDEVITA POSAVSKOG BR. 16, VUKOVAR",613,192,9,66,52,"19 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
656,VUKOVAR,39,VUKOVAR,OSNOVNA ŠKOLA JOSIPA MATOŠA,"PRERADOVIĆEVA BR. 40, VUKOVAR",2259,705,6,270,142,"12 VUKOVAR, VUKOVAR13 VUKOVAR, VUKOVAR14 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
657,VUKOVAR,61,VUKOVAR,OSNOVNA ŠKOLA SINIŠE GLAVAŠEVIĆA,"DR. A. STARČEVIĆA BR.5, VUKOVAR",1541,523,9,175,159,"30 VUKOVAR, VUKOVAR31 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
658,VUKOVAR,86,VUKOVAR,TEHNIČKA ŠKOLA NIKOLE TESLE,"BLAGE ZADRE 4, VUKOVAR",2928,980,11,279,293,"20 VUKOVAR, VUKOVAR21 VUKOVAR, VUKOVAR22 VUKOVAR, VUKOVAR23 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
659,VUKOVAR,35,VUKOVAR,VELEUČILIŠTE LAVOSLAVA RUŽIČKE,"ŽUPANIJSKA BR. 50, VUKOVAR",1167,455,25,162,110,"17 VUKOVAR, VUKOVAR18 VUKOVAR, VUKOVAR",Preostale BM koje kada bi se zbrojile su prevelike
660,DUBROVNIK,50,ZATON MALI MO ZATON,DOM MLADEŽI ZATON MALI,"ZATON MALI BB, DUBROVNIK",780,359,32,128,79,"50 ZATON MALI MO ZATON, DUBROVNIK",Nema u 2016/2015
661,DUBROVNIK,51,ZATON VELIKI MO ZATON,URED TICA  ZATON VELIKI,"ZATON VELIKI, DUBROVNIK",350,158,17,75,27,"51 ZATON VELIKI MO ZATON, DUBROVNIK",Nema u 2016/2015
662,PAKRAC,9,ZGRADA AMBULANTE,PLOŠTINE,"PLOŠTINE 54A, PAKRAC",116,36,0,26,6,"9 ZGRADA AMBULANTE, PAKRAC",Nema u 2016/2015
663,JANJINA,3,ZGRADA MJESNOG ODBORA U OSOBJAVI,OSOBJAVA,"BEZEKOVIĆI 1, JANJINA",60,41,4,20,11,"3 ZGRADA MJESNOG ODBORA U OSOBJAVI, JANJINA",Nema u 2016/2015
664,BJELOVAR,50,ZVIJERCI,PROSTORIJE NK ZVIJERCI,"ZVIJERCI 77A, BJELOVAR",1816,773,40,317,173,"50 ZVIJERCI, BJELOVAR",Nema u 2016/2015
665,ČEPIN,5,ČEPIN,LOVAČKI DOM,"KRALJA ZVONIMIRA 214A, ČEPIN",813,360,18,155,36,"5 ČEPIN, ČEPIN",Preostale BM koje kada bi se zbrojile su prevelike
